invoice_no,transaction_date,customer_id,description,category,order_city,state,order_postal,region,latitude,longitude,quantity,costs,profit_per_unit,baseline_shipping_cost,hypothesis_factor,hypothesis_shipping_costs,profit_before_shipping,profit_after_baseline,profit_after_hypothesis
536752,12/2/2020 14:06,17850,Dog and Puppy Pads,Disposables,heathsville,VA,22473-2244,East,37.9176,-76.4722,1,5,9.3,5,1.0,5,9.3,4.3,4.3
536754,,14449,Canned Cat Food,Food,chicago,IL,60611-2590,Central,41.8756,-87.6244,1,9,10.5,9,1.0,9,10.5,1.5,1.5
536756,12/2/2020 14:23,,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,,,,,,,1,9,8.7,9,1.0,9,8.7,-0.300000000000001,-0.300000000000001
536759,12/2/2020 14:26,16781,NexGard Chew for Dogs,Food,bixby,OK,74008,Central,35.942,-95.8833,1,7,8.7,7,1.0,7,8.7,1.7,1.7
536763,12/2/2020 14:42,17685,Dog and Puppy Pads,Disposables,seabrook,TX,77586,Central,29.5633,-95.0197,2,5,11.7,8.5,0.8,8.0,23.4,14.9,15.4
536763,12/2/2020 14:42,17685,ProBiotic Supplements for Dogs,Supplements,seabrook,TX,77586,Central,29.5633,-95.0197,4,7,3.5,21.7,0.6,16.8,14.0,-7.7,-2.8
536769,12/2/2020 14:47,17581,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,houston,TX,77084-1624,Central,29.7589,-95.3677,3,9,8.7,21.6,0.6,16.2,26.1,4.5,9.9
536769,12/2/2020 14:47,17581,ProBiotic Supplements for Dogs,Supplements,houston,TX,77084-1624,Central,29.7589,-95.3677,1,7,7.7,7,1.0,7,7.7,0.7,0.7
536771,12/2/2020 14:49,17581,Rechargeable Pet Nail Grinder,Grooming,houston,TX,77084-1624,Central,29.7589,-95.3677,1,5,10.5,5,1.0,5,10.5,5.5,5.5
536777,12/2/2020 15:00,15732,Earth Rated Dog Poop Bags,Disposables,rockingham,NC,28379-3015,East,34.9393,-79.7739,4,4,6.7,12.4,0.6,9.6,26.8,14.4,17.2
536780,12/2/2020 15:09,,ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover,Grooming,,,,,,,1,5,15.7,5,1.0,5,15.7,10.7,10.7
536782,12/2/2020 15:18,17567,Sheba Perfect Portions Pat Wet Cat Food,Food,houston,TX,77025-5209,Central,29.7589,-95.3677,2,2.5,2.6,4.25,0.8,4.0,5.2,0.95,1.2
536785,12/2/2020 15:22,15061,Pet Odor Eliminator,Cleanig Supplies,newton,MA,02458-2041,East,42.3612,-71.1953,54,4,4.7,152.4,0.3,64.8,253.8,101.4,189.0
536787,12/2/2020 15:24,17850,Dog and Puppy Pads,Disposables,heathsville,VA,22473-2244,East,37.9176,-76.4722,1,5,9.3,5,1.0,5,9.3,4.3,4.3
536790,12/2/2020 15:26,17850,Dog and Puppy Pads,Disposables,heathsville,VA,22473-2244,East,37.9176,-76.4722,2,5,11.7,8.5,0.8,8.0,23.4,14.9,15.4
536793,12/2/2020 15:39,16203,Rechargeable Pet Nail Grinder,Grooming,pahrump,NV,89048,West,36.2083,-115.9839,1,5,10.5,5,1.0,5,10.5,5.5,5.5
536794,12/2/2020 15:40,13767,ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover,Grooming,estero,FL,33967-0513,East,26.4381,-81.8068,2,5,15.7,8.5,0.8,8.0,31.4,22.9,23.4
536795,12/2/2020 15:40,15640,Dog and Puppy Pads,Disposables,chapel hill,NC,27516-8345,East,35.9132,-79.0558,6,5,9.3,22.5,0.5,15.0,55.8,33.3,40.8
536795,12/2/2020 15:40,15640,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,chapel hill,NC,27516-8345,East,35.9132,-79.0558,7,9,6.3,46.8,0.5,31.5,44.1,-2.7,12.6
,12/2/2020 15:46,15574,Pet Odor Eliminator,Cleanig Supplies,biloxi,MS,39531-2811,Central,30.396,-88.8854,1,4,6.14,4,1.0,4,6.14,2.14,2.14
536799,12/2/2020 16:00,17228,Earth Rated Dog Poop Bags,Disposables,spartanburg,SC,29302,East,34.9498,-81.932,1,4,6.7,4,1.0,4,6.7,2.7,2.7
536799,12/2/2020 16:00,17228,Milk-Bone MaroSnacks Dog Treats with Real Bone,Food,spartanburg,SC,29302,East,34.9498,-81.932,1,6,3.7,6,1.0,6,3.7,-2.3,-2.3
536801,12/2/2020 16:12,,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,,,,,,,1,9,8.7,9,1.0,9,8.7,-0.300000000000001,-0.300000000000001
536800,12/2/2020 16:12,14829,Rechargeable Pet Nail Grinder,Grooming,ashland,KY,41101-5040,Central,38.4784,-82.6379,1,5,10.5,5,1.0,5,10.5,5.5,5.5
536804,12/2/2020 16:34,14031,Pet Odor Eliminator,Cleanig Supplies,sarasota,FL,34243-2252,East,27.3364,-82.5307,8,4,6.14,23.6,0.4,12.8,49.12,25.52,36.32
536804,12/2/2020 16:34,14031,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,sarasota,FL,34243-2252,East,27.3364,-82.5307,3,20,30.7,48.0,0.6,36.0,92.1,44.1,56.1
,,17659,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,richmond,TX,77469,Central,29.5822,-95.7608,1,20,41.5,20,1.0,20,41.5,21.5,21.5
536813,12/2/2020 16:59,15646,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,chapel hill,NC,27517-9126,East,35.9132,-79.0558,1,9,8.7,9,1.0,9,8.7,-0.300000000000001,-0.300000000000001
536821,12/2/2020 17:17,17757,Indoor Pet Camera (Wi-Fi),Electronics,tooele,UT,84074-1953,West,40.5308,-112.2983,1,7,-0.3,7,1.0,7,-0.3,-7.3,-7.3
536821,12/2/2020 17:17,17757,Sheba Perfect Portions Pat Wet Cat Food,Food,tooele,UT,84074-1953,West,40.5308,-112.2983,1,2.5,2.6,2.5,1.0,2.5,2.6,0.1,0.1
536833,12/2/2020 17:48,18239,Dog and Puppy Pads,Disposables,slinger,WI,53086-9103,Central,43.3334,-88.2858,1,5,11.7,5,1.0,5,11.7,6.7,6.7
536836,12/2/2020 18:08,18168,Sheba Perfect Portions Pat Wet Cat Food,Food,elkhorn,WI,53121-4530,Central,42.6728,-88.5445,1,2.5,2.6,2.5,1.0,2.5,2.6,0.1,0.1
536837,12/2/2020 18:15,14395,ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover,Grooming,st maries,ID,83861-9724,West,47.3144,-116.5627,1,5,15.7,5,1.0,5,15.7,10.7,10.7
536837,12/2/2020 18:15,14395,Dog and Puppy Pads,Disposables,st maries,ID,83861-9724,West,47.3144,-116.5627,1,5,11.7,5,1.0,5,11.7,6.7,6.7
536839,12/2/2020 18:25,15093,Pet Odor Eliminator,Cleanig Supplies,wakefield,MA,01880-3822,East,42.5065,-71.0728,16,4,6.14,46.0,0.3,19.2,98.24,52.24,79.04
536841,12/2/2020 18:27,16150,Pet Odor Eliminator,Cleanig Supplies,hobbs,NM,88240-2206,West,32.7026,-103.136,2,4,6.14,6.8,0.8,6.4,12.28,5.48,5.88
536842,12/2/2020 18:45,17552,Indoor Pet Camera (Wi-Fi),Electronics,helotes,TX,78023-4236,Central,29.5628,-98.687,1,7,-0.3,7,1.0,7,-0.3,-7.3,-7.3
536845,12/2/2020 19:18,17961,Pet Grooming Brush,Grooming,arlington,WA,98223-5024,West,48.1811,-122.139,1,5,5.9,5,1.0,5,5.9,0.9,0.9
536846,12/2/2020 19:59,14573,Indoor Pet Camera (Wi-Fi),Electronics,olney,IL,62450-4835,Central,38.7297,-88.0847,1,7,-0.3,7,1.0,7,-0.3,-7.3,-7.3
536846,12/2/2020 19:59,14573,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,olney,IL,62450-4835,Central,38.7297,-88.0847,1,20,41.5,20,1.0,20,41.5,21.5,21.5
536856,12/3/2020 10:26,13370,Rechargeable Pet Nail Grinder,Grooming,vista,CA,92084-4153,West,33.2,-117.2425,1,5,10.5,5,1.0,5,10.5,5.5,5.5
536856,12/3/2020 10:26,13370,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,vista,CA,92084-4153,West,33.2,-117.2425,1,20,41.5,20,1.0,20,41.5,21.5,21.5
536857,12/3/2020 10:33,16883,Dog and Puppy Pads,Disposables,klamath falls,OR,97603-8571,West,42.2249,-121.7817,1,5,11.7,5,1.0,5,11.7,6.7,6.7
536859,12/3/2020 10:43,12841,Dog and Puppy Pads,Disposables,hawthorne,CA,90250-6023,West,33.9113,-118.3478,1,5,11.7,5,1.0,5,11.7,6.7,6.7
536859,12/3/2020 10:43,12841,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,hawthorne,CA,90250-6023,West,33.9113,-118.3478,1,9,8.7,9,1.0,9,8.7,-0.300000000000001,-0.300000000000001
536859,12/3/2020 10:43,12841,ProBiotic Supplements for Dogs,Supplements,hawthorne,CA,90250-6023,West,33.9113,-118.3478,1,7,7.7,7,1.0,7,7.7,0.7,0.7
536862,12/3/2020 11:13,,Earth Rated Dog Poop Bags,Disposables,,,,,,,1,4,20.26,4,1.0,4,20.26,16.26,16.26
536862,12/3/2020 11:13,,Indoor Pet Camera (Wi-Fi),Electronics,,,,,,,1,7,14.82,7,1.0,7,14.82,7.82,7.82
536862,12/3/2020 11:13,,Milk-Bone MaroSnacks Dog Treats with Real Bone,Food,,,,,,,1,6,22.36,6,1.0,6,22.36,16.36,16.36
536862,12/3/2020 11:13,,Pet Grooming Brush,Grooming,,,,,,,1,5,26.36,5,1.0,5,26.36,21.36,21.36
536862,12/3/2020 11:13,,Sheba Perfect Portions Pat Wet Cat Food,Food,,,,,,,2,2.5,7.46,4.25,0.8,4.0,14.92,10.67,10.92
536862,12/3/2020 11:13,,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,,,,,,,1,20,117.94,20,1.0,20,117.94,97.94,97.94
536863,12/3/2020 11:19,17967,Dog and Puppy Pads,Disposables,bellevue,WA,98004-5133,West,47.6144,-122.1923,1,5,11.7,5,1.0,5,11.7,6.7,6.7
536863,12/3/2020 11:19,,Pet Grooming Brush,Grooming,,,,,,,1,5,5.9,5,1.0,5,5.9,0.9,0.9
536864,12/3/2020 11:27,,Earth Rated Dog Poop Bags,Disposables,,,,,,,1,4,20.26,4,1.0,4,20.26,16.26,16.26
536864,12/3/2020 11:27,,Indoor Pet Camera (Wi-Fi),Electronics,,,,,,,1,7,14.82,7,1.0,7,14.82,7.82,7.82
536864,12/3/2020 11:27,,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",Disposables,,,,,,,1,12,37.92,12,1.0,12,37.92,25.92,25.92
536864,12/3/2020 11:27,,NexGard Chew for Dogs,Food,,,,,,,1,7,51.42,7,1.0,7,51.42,44.42,44.42
536864,12/3/2020 11:27,,Pet Grooming Brush,Grooming,,,,,,,1,5,26.36,5,1.0,5,26.36,21.36,21.36
,12/3/2020 11:28,,Earth Rated Dog Poop Bags,Disposables,,,,,,,1,4,20.26,4,1.0,4,20.26,16.26,16.26
536865,12/3/2020 11:28,,Indoor Pet Camera (Wi-Fi),Electronics,,,,,,,1,7,14.82,7,1.0,7,14.82,7.82,7.82
536865,12/3/2020 11:28,,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",Disposables,,,,,,,1,12,37.92,12,1.0,12,37.92,25.92,25.92
536865,12/3/2020 11:28,,Milk-Bone MaroSnacks Dog Treats with Real Bone,Food,,,,,,,1,6,22.36,6,1.0,6,22.36,16.36,16.36
536865,12/3/2020 11:28,,Pet Grooming Brush,Grooming,,,,,,,1,5,26.36,5,1.0,5,26.36,21.36,21.36
536865,12/3/2020 11:28,,Rechargeable Pet Nail Grinder,Grooming,,,,,,,1,5,35.82,5,1.0,5,35.82,30.82,30.82
536874,12/3/2020 11:35,16891,Earth Rated Dog Poop Bags,Disposables,riddle,OR,97469-9772,West,42.951,-123.3642,1,4,6.7,4,1.0,4,6.7,2.7,2.7
536874,12/3/2020 11:35,16891,Rechargeable Pet Nail Grinder,Grooming,riddle,OR,97469-9772,West,42.951,-123.3642,1,5,10.5,5,1.0,5,10.5,5.5,5.5
536876,12/3/2020 11:36,,ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover,Grooming,,,,,,,1,5,42.82,5,1.0,5,42.82,37.82,37.82
,12/3/2020 11:36,,Dog and Puppy Pads,Disposables,,,,,,,1,5,29.46,5,1.0,5,29.46,24.46,24.46
536876,12/3/2020 11:36,,Earth Rated Dog Poop Bags,Disposables,,,,,,,1,4,20.26,4,1.0,4,20.26,16.26,16.26
536876,12/3/2020 11:36,,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,,,,,,,1,9,8.7,9,1.0,9,8.7,-0.300000000000001,-0.300000000000001
536876,12/3/2020 11:36,,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,,,,,,,5,9,26.46,34.2,0.5,22.5,132.3,98.1,109.8
536876,12/3/2020 11:36,,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",Disposables,,,,,,,1,12,32.82,12,1.0,12,32.82,20.82,20.82
536876,12/3/2020 11:36,,NexGard Chew for Dogs,Food,,,,,,,1,7,51.42,7,1.0,7,51.42,44.42,44.42
536876,12/3/2020 11:36,,Pet Grooming Brush,Grooming,,,,,,,1,5,21.26,5,1.0,5,21.26,16.26,16.26
536876,12/3/2020 11:36,,Pet Odor Eliminator,Cleanig Supplies,,,,,,,2,4,6.14,6.8,0.8,6.4,12.28,5.48,5.88
536876,12/3/2020 11:36,,Pet Odor Eliminator,Cleanig Supplies,,,,,,,2,4,15.14,6.8,0.8,6.4,30.28,23.48,23.88
536876,12/3/2020 11:36,,Rechargeable Pet Nail Grinder,Grooming,,,,,,,1,5,35.82,5,1.0,5,35.82,30.82,30.82
536876,12/3/2020 11:36,,Sheba Perfect Portions Pat Wet Cat Food,Food,,,,,,,4,2.5,7.46,7.75,0.6,6.0,29.84,22.09,23.84
536938,12/3/2020 12:05,14680,Milk-Bone MaroSnacks Dog Treats with Real Bone,Food,elkhart,IN,46514-9151,Central,41.682,-85.9767,4,6,3.7,18.6,0.6,14.4,14.8,-3.8,0.400000000000002
536938,12/3/2020 12:05,14680,ProBiotic Supplements for Dogs,Supplements,elkhart,IN,46514-9151,Central,41.682,-85.9767,12,7,3.5,60.9,0.3,25.2,42.0,-18.9,16.8
536943,12/3/2020 12:11,17884,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,richmond,VA,23223-1159,East,37.5385,-77.4343,1,9,8.7,9,1.0,9,8.7,-0.300000000000001,-0.300000000000001
536943,12/3/2020 12:11,17884,Pet Odor Eliminator,Cleanig Supplies,richmond,VA,23223-1159,East,37.5385,-77.4343,2,4,6.14,6.8,0.8,6.4,12.28,5.48,5.88
536944,12/3/2020 12:20,12557,Pet Grooming Brush,Grooming,prescott,AZ,86305,West,34.5403,-112.4695,12,5,5.9,43.5,0.3,18.0,70.8,27.3,52.8
536946,12/3/2020 12:28,13013,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,newark,CA,94560-5326,West,37.5297,-122.0402,2,9,8.7,15.3,0.8,14.4,17.4,2.1,3.0
536946,12/3/2020 12:28,13013,Pet Odor Eliminator,Cleanig Supplies,newark,CA,94560-5326,West,37.5297,-122.0402,3,4,6.14,9.6,0.6,7.2,18.42,8.82,11.22
536947,12/3/2020 12:29,13013,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,newark,CA,94560-5326,West,37.5297,-122.0402,1,20,41.5,20,1.0,20,41.5,21.5,21.5
536956,12/3/2020 12:43,14210,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",Disposables,cumming,GA,30041-5656,East,34.2073,-84.1402,1,12,9.9,12,1.0,12,9.9,-2.1,-2.1
536956,12/3/2020 12:43,14210,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,cumming,GA,30041-5656,East,34.2073,-84.1402,1,20,41.5,20,1.0,20,41.5,21.5,21.5
536960,12/3/2020 12:48,16477,ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover,Grooming,port chester,NY,10573-2711,East,41.0018,-73.6657,1,5,15.7,5,1.0,5,15.7,10.7,10.7
,12/3/2020 12:48,16477,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,port chester,NY,10573-2711,East,41.0018,-73.6657,1,9,8.7,9,1.0,9,8.7,-0.300000000000001,-0.300000000000001
536967,12/3/2020 12:57,12600,Earth Rated Dog Poop Bags,Disposables,mesa,AZ,85215-2684,West,33.4153,-111.8313,5,4,6.7,15.2,0.5,10.0,33.5,18.3,23.5
536968,12/3/2020 13:09,16013,ProBiotic Supplements for Dogs,Supplements,galloway,NJ,08205-9718,East,39.4879,-74.476,8,7,3.5,41.3,0.4,22.4,28.0,-13.3,5.6
536970,12/3/2020 13:12,17949,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,vienna,VA,22182-3405,East,38.9013,-77.2652,20,20,30.7,286.0,0.3,120.0,614.0,328.0,494.0
536974,12/3/2020 13:59,,Pet Grooming Brush,Grooming,,,,,,,2,5,5.9,8.5,0.8,8.0,11.8,3.3,3.8
536975,12/3/2020 14:04,14911,ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover,Grooming,edgard,LA,70049-2017,Central,30.0433,-90.5601,2,5,15.7,8.5,0.8,8.0,31.4,22.9,23.4
,12/3/2020 14:04,14911,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,edgard,LA,70049-2017,Central,30.0433,-90.5601,1,9,8.7,9,1.0,9,8.7,-0.300000000000001,-0.300000000000001
536975,12/3/2020 14:04,14911,ProBiotic Supplements for Dogs,Supplements,edgard,LA,70049-2017,Central,30.0433,-90.5601,1,7,7.7,7,1.0,7,7.7,0.7,0.7
536975,12/3/2020 14:04,14911,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,edgard,LA,70049-2017,Central,30.0433,-90.5601,1,20,41.5,20,1.0,20,41.5,21.5,21.5
536976,12/3/2020 14:18,14723,Dog and Puppy Pads,Disposables,middletown,IN,47356-1143,Central,40.0573,-85.5372,2,5,11.7,8.5,0.8,8.0,23.4,14.9,15.4
536980,,17819,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,clifton,VA,20124-1098,East,38.7802,-77.3865,3,20,30.7,48.0,0.6,36.0,92.1,44.1,56.1
536982,12/3/2020 14:27,,ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover,Grooming,,,,,,,13,5,47.92,47.0,0.3,19.5,622.96,575.96,603.46
536982,12/3/2020 14:27,,Dog and Puppy Pads,Disposables,,,,,,,6,5,34.62,22.5,0.5,15.0,207.72,185.22,192.72
536982,12/3/2020 14:27,,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,,,,,,,13,9,31.62,84.6,0.3,35.1,411.06,326.46,375.96
536982,12/3/2020 14:27,,ProBiotic Supplements for Dogs,Supplements,,,,,,,6,7,44.12,31.5,0.5,21.0,264.72,233.22,243.72
536982,12/3/2020 14:27,,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,,,,,,,6,20,117.94,90.0,0.5,60.0,707.64,617.64,647.64
536984,12/3/2020 14:35,17841,ProBiotic Supplements for Dogs,Supplements,great falls,VA,22066-1101,East,38.9982,-77.2883,4,7,3.5,21.7,0.6,16.8,14.0,-7.7,-2.8
536985,12/3/2020 14:40,15373,ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover,Grooming,canadian lakes,MI,49346-9725,Central,,,1,5,15.7,5,1.0,5,15.7,10.7,10.7
536985,12/3/2020 14:40,15373,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,canadian lakes,MI,49346-9725,Central,,,1,20,41.5,20,1.0,20,41.5,21.5,21.5
,12/3/2020 14:54,17198,Dog and Puppy Pads,Disposables,greenville,SC,29615,East,34.8514,-82.3985,1,5,11.7,5,1.0,5,11.7,6.7,6.7
537023,12/3/2020 16:02,16725,ProBiotic Supplements for Dogs,Supplements,columbus,OH,43213-2852,Central,39.9623,-83.0007,1,7,7.7,7,1.0,7,7.7,0.7,0.7
537026,12/3/2020 16:35,12395,Earth Rated Dog Poop Bags,Disposables,lansing,MI,48910-1873,Central,42.7338,-84.5554,2,4,6.7,6.8,0.8,6.4,13.4,6.6,7.0
537034,12/3/2020 17:20,13081,Sheba Perfect Portions Pat Wet Cat Food,Food,pittsburg,CA,94565-2126,West,38.028,-121.8847,4,2.5,2.6,7.75,0.6,6.0,10.4,2.65,4.4
537036,12/3/2020 17:28,15545,Pet Odor Eliminator,Cleanig Supplies,saint louis,MO,63128-1106,Central,38.63,-90.19,2,4,6.14,6.8,0.8,6.4,12.28,5.48,5.88
537037,12/5/2020 10:03,,ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover,Grooming,,,,,,,2,5,15.7,8.5,0.8,8.0,31.4,22.9,23.4
537038,12/5/2020 10:12,15465,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,rochester,MN,55902-1537,Central,44.0233,-92.463,14,9,6.3,90.9,0.3,37.8,88.2,-2.69999999999999,50.4
537038,12/5/2020 10:12,15465,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,rochester,MN,55902-1537,Central,44.0233,-92.463,3,20,30.7,48.0,0.6,36.0,92.1,44.1,56.1
537042,12/5/2020 10:45,13838,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,lakeland,FL,33813-5892,East,28.0395,-81.9498,1,20,41.5,20,1.0,20,41.5,21.5,21.5
,12/5/2020 10:52,18055,ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover,Grooming,olympia,WA,98516-6801,West,47.045,-122.8949,1,5,15.7,5,1.0,5,15.7,10.7,10.7
537044,12/5/2020 10:52,18055,Dog and Puppy Pads,Disposables,olympia,WA,98516-6801,West,47.045,-122.8949,1,5,11.7,5,1.0,5,11.7,6.7,6.7
537046,12/5/2020 10:58,18109,Dog and Puppy Pads,Disposables,spokane,WA,99201,West,47.6589,-117.4247,1,5,11.7,5,1.0,5,11.7,6.7,6.7
537046,12/5/2020 10:58,18109,NexGard Chew for Dogs,Food,spokane,WA,99201,West,47.6589,-117.4247,1,7,8.7,7,1.0,7,8.7,1.7,1.7
537047,12/5/2020 11:02,13069,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,palo alto,CA,94303-3047,West,37.4422,-122.1634,1,9,8.7,9,1.0,9,8.7,-0.300000000000001,-0.300000000000001
537047,12/5/2020 11:02,13069,Pet Grooming Brush,Grooming,palo alto,CA,94303-3047,West,37.4422,-122.1634,2,5,5.9,8.5,0.8,8.0,11.8,3.3,3.8
537049,12/5/2020 11:04,16241,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,bellmore,NY,11710-4604,East,40.6687,-73.5271,1,9,8.7,9,1.0,9,8.7,-0.300000000000001,-0.300000000000001
537051,12/5/2020 11:12,15708,Dog and Puppy Pads,Disposables,lillington,NC,27546-6395,East,35.3991,-78.8156,1,5,11.7,5,1.0,5,11.7,6.7,6.7
537052,12/5/2020 11:15,16839,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,north plains,OR,97133-8350,West,45.5973,-122.9936,3,20,30.7,48.0,0.6,36.0,92.1,44.1,56.1
537055,12/5/2020 11:45,16814,Dog and Puppy Pads,Disposables,florence,OR,97439-9306,West,43.9827,-124.0998,1,5,11.7,5,1.0,5,11.7,6.7,6.7
537055,12/5/2020 11:45,16814,Pet Odor Eliminator,Cleanig Supplies,florence,OR,97439-9306,West,43.9827,-124.0998,3,4,6.14,9.6,0.6,7.2,18.42,8.82,11.22
537057,12/5/2020 11:49,15351,Earth Rated Dog Poop Bags,Disposables,saint clair shores,MI,48080-1044,Central,42.4646,-82.9085,1,4,6.7,4,1.0,4,6.7,2.7,2.7
537057,12/5/2020 11:49,15351,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,saint clair shores,MI,48080-1044,Central,42.4646,-82.9085,1,9,8.7,9,1.0,9,8.7,-0.300000000000001,-0.300000000000001
537057,12/5/2020 11:49,15351,Sheba Perfect Portions Pat Wet Cat Food,Food,saint clair shores,MI,48080-1044,Central,42.4646,-82.9085,1,2.5,2.6,2.5,1.0,2.5,2.6,0.1,0.1
537065,12/5/2020 11:57,12567,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",Disposables,buckeye,AZ,85396-7869,West,33.3703,-112.5839,1,12,9.9,12,1.0,12,9.9,-2.1,-2.1
537065,12/5/2020 11:57,12567,Pet Grooming Brush,Grooming,buckeye,AZ,85396-7869,West,33.3703,-112.5839,2,5,5.9,8.5,0.8,8.0,11.8,3.3,3.8
537065,12/5/2020 11:57,12567,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,buckeye,AZ,85396-7869,West,33.3703,-112.5839,1,20,41.5,20,1.0,20,41.5,21.5,21.5
537117,12/5/2020 12:09,16353,ProBiotic Supplements for Dogs,Supplements,hempstead,NY,11550-3521,East,40.7063,-73.6187,8,7,3.5,41.3,0.4,22.4,28.0,-13.3,5.6
537127,12/5/2020 12:13,13831,Dog and Puppy Pads,Disposables,lake placid,FL,33852-9743,East,27.2931,-81.3629,22,5,9.3,78.5,0.3,33.0,204.6,126.1,171.6
537126,12/5/2020 12:13,18118,Dog and Puppy Pads,Disposables,tacoma,WA,98422-3480,West,47.2496,-122.4399,1,5,11.7,5,1.0,5,11.7,6.7,6.7
537126,12/5/2020 12:13,18118,Earth Rated Dog Poop Bags,Disposables,tacoma,WA,98422-3480,West,47.2496,-122.4399,1,4,6.7,4,1.0,4,6.7,2.7,2.7
537126,12/5/2020 12:13,18118,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,tacoma,WA,98422-3480,West,47.2496,-122.4399,1,9,8.7,9,1.0,9,8.7,-0.300000000000001,-0.300000000000001
537126,12/5/2020 12:13,18118,Milk-Bone MaroSnacks Dog Treats with Real Bone,Food,tacoma,WA,98422-3480,West,47.2496,-122.4399,1,6,3.7,6,1.0,6,3.7,-2.3,-2.3
537128,12/5/2020 12:15,12841,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,hawthorne,CA,90250-6023,West,33.9113,-118.3478,1,9,8.7,9,1.0,9,8.7,-0.300000000000001,-0.300000000000001
537128,12/5/2020 12:15,12841,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",Disposables,hawthorne,CA,90250-6023,West,33.9113,-118.3478,1,12,9.9,12,1.0,12,9.9,-2.1,-2.1
537128,12/5/2020 12:15,12841,ProBiotic Supplements for Dogs,Supplements,hawthorne,CA,90250-6023,West,33.9113,-118.3478,1,7,7.7,7,1.0,7,7.7,0.7,0.7
537130,12/5/2020 12:23,17796,Rechargeable Pet Nail Grinder,Grooming,burke,VA,22015,East,38.7771,-77.2755,1,5,10.5,5,1.0,5,10.5,5.5,5.5
537131,12/5/2020 12:26,15716,ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover,Grooming,mills river,NC,28759,East,35.3884,-82.5668,1,5,15.7,5,1.0,5,15.7,10.7,10.7
537131,12/5/2020 12:26,15716,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,mills river,NC,28759,East,35.3884,-82.5668,1,9,8.7,9,1.0,9,8.7,-0.300000000000001,-0.300000000000001
537131,12/5/2020 12:26,15716,Pet Odor Eliminator,Cleanig Supplies,mills river,NC,28759,East,35.3884,-82.5668,3,4,6.14,9.6,0.6,7.2,18.42,8.82,11.22
